i,j
19,9
20,9
22,9
24,9
25,9
26,9
28,9
29,9
30,9
37,9
40,9
52,9
53,9
55,9
149,9
151,9
153,9
155,9
159,9
160,9
162,9
163,9
164,9
165,9
166,9
167,9
168,9
169,9
170,9
171,9
173,9
174,9
176,9
178,9
180,9
183,9
185,9
186,9
189,9
190,9
191,9
192,9
198,9
1,8
3,8
4,8
7,8
9,8
11,8
12,8
14,8
16,8
17,8
18,8
21,8
23,8
24,8
26,8
27,8
28,8
30,8
31,8
32,8
35,8
36,8
37,8
38,8
39,8
40,8
41,8
43,8
45,8
47,8
48,8
49,8
50,8
51,8
54,8
146,8
150,8
151,8
155,8
156,8
160,8
162,8
164,8
165,8
166,8
167,8
169,8
175,8
176,8
179,8
180,8
188,8
190,8
196,8
200,8
1,7
2,7
3,7
6,7
7,7
10,7
14,7
15,7
16,7
18,7
19,7
21,7
22,7
24,7
26,7
27,7
28,7
31,7
34,7
36,7
38,7
39,7
41,7
42,7
43,7
44,7
45,7
46,7
50,7
51,7
55,7
146,7
147,7
149,7
154,7
156,7
157,7
160,7
162,7
163,7
164,7
166,7
167,7
169,7
171,7
172,7
173,7
174,7
177,7
178,7
179,7
181,7
182,7
183,7
184,7
185,7
186,7
187,7
188,7
191,7
192,7
194,7
195,7
196,7
197,7
2,6
4,6
5,6
8,6
9,6
10,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
22,6
23,6
25,6
28,6
31,6
32,6
34,6
36,6
37,6
38,6
43,6
44,6
47,6
48,6
50,6
51,6
54,6
146,6
147,6
148,6
149,6
152,6
153,6
154,6
155,6
157,6
158,6
159,6
160,6
161,6
163,6
171,6
174,6
175,6
176,6
179,6
180,6
181,6
182,6
183,6
184,6
186,6
187,6
189,6
190,6
194,6
196,6
197,6
199,6
1,5
2,5
4,5
7,5
8,5
9,5
10,5
12,5
13,5
15,5
16,5
17,5
20,5
24,5
26,5
29,5
31,5
35,5
37,5
39,5
42,5
43,5
44,5
45,5
47,5
50,5
151,5
156,5
157,5
159,5
163,5
164,5
165,5
168,5
169,5
170,5
172,5
173,5
175,5
176,5
177,5
179,5
180,5
181,5
183,5
185,5
188,5
190,5
191,5
192,5
193,5
195,5
196,5
197,5
199,5
200,5
5,4
6,4
8,4
9,4
11,4
12,4
13,4
14,4
16,4
17,4
18,4
20,4
27,4
28,4
30,4
32,4
33,4
35,4
38,4
41,4
43,4
45,4
46,4
47,4
48,4
49,4
52,4
53,4
55,4
146,4
149,4
154,4
155,4
158,4
161,4
162,4
164,4
166,4
167,4
168,4
169,4
172,4
176,4
179,4
180,4
184,4
191,4
192,4
193,4
194,4
195,4
197,4
199,4
200,4
3,3
4,3
5,3
6,3
7,3
8,3
14,3
15,3
17,3
22,3
23,3
24,3
28,3
29,3
30,3
31,3
41,3
46,3
48,3
51,3
53,3
147,3
149,3
153,3
154,3
157,3
158,3
164,3
165,3
167,3
168,3
170,3
172,3
176,3
178,3
181,3
182,3
184,3
185,3
187,3
188,3
189,3
193,3
197,3
198,3
200,3
1,2
3,2
5,2
7,2
9,2
11,2
12,2
17,2
18,2
19,2
20,2
21,2
23,2
24,2
25,2
27,2
28,2
29,2
30,2
34,2
35,2
36,2
44,2
45,2
47,2
48,2
51,2
52,2
53,2
54,2
148,2
150,2
152,2
153,2
155,2
158,2
160,2
161,2
162,2
163,2
166,2
168,2
171,2
172,2
173,2
174,2
176,2
177,2
178,2
179,2
180,2
182,2
184,2
186,2
189,2
191,2
193,2
194,2
197,2
3,1
6,1
7,1
11,1
12,1
15,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
28,1
29,1
33,1
36,1
38,1
39,1
41,1
46,1
49,1
50,1
54,1
55,1
147,1
149,1
150,1
152,1
154,1
159,1
162,1
171,1
173,1
175,1
177,1
180,1
181,1
187,1
188,1
190,1
191,1
193,1
194,1
198,1
200,1
