i,j
24,12
25,12
29,12
36,12
39,12
41,12
43,12
49,12
50,12
54,12
55,12
58,12
68,12
75,12
76,12
77,12
82,12
88,12
94,12
101,12
104,12
108,12
119,12
128,12
131,12
133,12
139,12
142,12
144,12
151,12
152,12
157,12
160,12
163,12
165,12
167,12
175,12
176,12
179,12
181,12
182,12
183,12
185,12
187,12
192,12
194,12
195,12
198,12
199,12
200,12
2,11
3,11
4,11
15,11
21,11
23,11
24,11
25,11
27,11
31,11
33,11
40,11
44,11
47,11
49,11
69,11
70,11
71,11
73,11
80,11
81,11
82,11
92,11
102,11
111,11
117,11
120,11
142,11
143,11
150,11
157,11
158,11
161,11
170,11
173,11
179,11
180,11
181,11
183,11
187,11
191,11
192,11
195,11
200,11
13,10
14,10
16,10
17,10
21,10
22,10
24,10
25,10
26,10
31,10
33,10
34,10
35,10
39,10
41,10
42,10
52,10
59,10
70,10
71,10
72,10
81,10
82,10
84,10
91,10
111,10
117,10
119,10
124,10
129,10
138,10
139,10
144,10
149,10
153,10
155,10
159,10
161,10
165,10
166,10
170,10
175,10
176,10
178,10
179,10
180,10
183,10
184,10
185,10
188,10
192,10
196,10
198,10
199,10
1,9
3,9
9,9
16,9
17,9
19,9
20,9
23,9
25,9
29,9
30,9
33,9
34,9
35,9
36,9
40,9
44,9
45,9
47,9
49,9
51,9
54,9
56,9
66,9
74,9
80,9
83,9
89,9
96,9
98,9
106,9
114,9
116,9
117,9
136,9
137,9
141,9
144,9
154,9
157,9
161,9
166,9
167,9
170,9
174,9
176,9
180,9
182,9
183,9
184,9
185,9
186,9
190,9
191,9
2,8
5,8
8,8
9,8
11,8
14,8
21,8
23,8
25,8
32,8
35,8
39,8
41,8
43,8
45,8
47,8
55,8
68,8
70,8
72,8
75,8
83,8
91,8
98,8
100,8
102,8
110,8
113,8
118,8
120,8
123,8
133,8
138,8
140,8
142,8
143,8
153,8
154,8
157,8
164,8
169,8
170,8
171,8
172,8
177,8
182,8
183,8
187,8
192,8
195,8
198,8
199,8
2,7
4,7
6,7
10,7
11,7
14,7
15,7
17,7
19,7
20,7
21,7
28,7
30,7
31,7
39,7
42,7
48,7
54,7
55,7
59,7
60,7
63,7
64,7
68,7
72,7
81,7
84,7
86,7
93,7
94,7
95,7
100,7
103,7
104,7
106,7
119,7
121,7
134,7
142,7
143,7
144,7
146,7
150,7
153,7
154,7
161,7
170,7
174,7
181,7
182,7
187,7
192,7
194,7
198,7
200,7
1,6
2,6
3,6
10,6
11,6
12,6
13,6
18,6
19,6
21,6
22,6
24,6
25,6
27,6
30,6
33,6
41,6
42,6
46,6
54,6
60,6
63,6
64,6
70,6
74,6
75,6
91,6
97,6
98,6
108,6
109,6
114,6
115,6
121,6
123,6
127,6
136,6
139,6
143,6
148,6
152,6
153,6
156,6
162,6
163,6
170,6
172,6
173,6
174,6
176,6
185,6
194,6
200,6
7,5
9,5
10,5
17,5
18,5
19,5
20,5
22,5
23,5
27,5
28,5
30,5
31,5
33,5
35,5
39,5
44,5
47,5
48,5
49,5
50,5
54,5
56,5
70,5
71,5
82,5
90,5
103,5
106,5
110,5
116,5
120,5
127,5
128,5
129,5
137,5
142,5
148,5
150,5
156,5
158,5
164,5
167,5
170,5
171,5
176,5
180,5
181,5
183,5
185,5
186,5
187,5
188,5
189,5
190,5
191,5
195,5
196,5
198,5
4,4
6,4
11,4
12,4
14,4
15,4
17,4
23,4
26,4
27,4
30,4
34,4
35,4
37,4
40,4
42,4
45,4
49,4
55,4
57,4
59,4
64,4
73,4
74,4
77,4
81,4
84,4
85,4
91,4
94,4
98,4
103,4
104,4
116,4
118,4
132,4
135,4
140,4
147,4
148,4
152,4
156,4
160,4
161,4
164,4
170,4
174,4
176,4
177,4
182,4
185,4
186,4
187,4
192,4
194,4
197,4
198,4
2,3
3,3
6,3
8,3
20,3
21,3
24,3
25,3
26,3
27,3
30,3
31,3
36,3
37,3
40,3
43,3
44,3
50,3
51,3
54,3
57,3
59,3
65,3
71,3
74,3
81,3
83,3
85,3
86,3
90,3
107,3
111,3
116,3
117,3
125,3
129,3
132,3
138,3
147,3
151,3
152,3
156,3
158,3
162,3
163,3
166,3
168,3
171,3
173,3
177,3
178,3
179,3
180,3
181,3
191,3
192,3
193,3
196,3
197,3
1,2
6,2
8,2
9,2
10,2
14,2
17,2
19,2
20,2
28,2
31,2
33,2
34,2
35,2
37,2
42,2
43,2
51,2
54,2
57,2
60,2
64,2
65,2
70,2
74,2
76,2
86,2
87,2
90,2
95,2
96,2
116,2
121,2
124,2
125,2
135,2
136,2
138,2
141,2
143,2
148,2
149,2
156,2
163,2
174,2
177,2
178,2
179,2
182,2
184,2
187,2
188,2
189,2
191,2
194,2
195,2
196,2
197,2
199,2
2,1
3,1
4,1
5,1
8,1
10,1
14,1
16,1
18,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
36,1
39,1
42,1
43,1
45,1
52,1
56,1
60,1
65,1
70,1
77,1
78,1
119,1
122,1
123,1
125,1
128,1
131,1
136,1
141,1
145,1
153,1
154,1
158,1
162,1
164,1
165,1
167,1
168,1
172,1
175,1
180,1
181,1
184,1
185,1
187,1
190,1
193,1
197,1
198,1
199,1
