i,j
35,17
36,17
37,17
38,17
39,17
40,17
41,17
42,17
43,17
44,17
45,17
46,17
47,17
48,17
49,17
50,17
51,17
52,17
53,17
54,17
55,17
146,17
147,17
148,17
149,17
150,17
151,17
152,17
153,17
154,17
155,17
156,17
157,17
158,17
159,17
160,17
161,17
162,17
163,17
164,17
165,17
166,17
167,17
168,17
169,17
170,17
171,17
172,17
173,17
174,17
175,17
176,17
177,17
178,17
179,17
180,17
181,17
182,17
183,17
184,17
185,17
186,17
187,17
188,17
189,17
190,17
191,17
192,17
193,17
194,17
195,17
196,17
197,17
198,17
199,17
200,17
1,16
2,16
3,16
4,16
5,16
6,16
7,16
8,16
9,16
10,16
11,16
12,16
13,16
14,16
15,16
16,16
17,16
18,16
19,16
20,16
21,16
22,16
23,16
24,16
25,16
26,16
27,16
28,16
29,16
30,16
31,16
32,16
33,16
34,16
35,16
36,16
37,16
38,16
39,16
40,16
41,16
42,16
43,16
44,16
45,16
46,16
47,16
48,16
49,16
50,16
51,16
52,16
53,16
54,16
55,16
146,16
147,16
148,16
149,16
150,16
151,16
152,16
153,16
154,16
155,16
156,16
157,16
158,16
159,16
160,16
161,16
162,16
163,16
164,16
165,16
166,16
167,16
168,16
169,16
170,16
171,16
172,16
173,16
174,16
175,16
176,16
177,16
178,16
179,16
180,16
181,16
182,16
183,16
184,16
185,16
186,16
187,16
188,16
189,16
190,16
191,16
192,16
193,16
194,16
195,16
196,16
197,16
198,16
199,16
200,16
1,15
2,15
3,15
4,15
5,15
6,15
7,15
8,15
9,15
10,15
11,15
12,15
13,15
14,15
15,15
16,15
17,15
18,15
19,15
20,15
21,15
22,15
23,15
24,15
25,15
26,15
27,15
28,15
29,15
30,15
31,15
32,15
33,15
34,15
35,15
36,15
37,15
38,15
39,15
40,15
41,15
42,15
43,15
44,15
45,15
46,15
47,15
48,15
49,15
50,15
51,15
52,15
53,15
54,15
55,15
146,15
147,15
148,15
149,15
150,15
151,15
152,15
153,15
154,15
155,15
156,15
157,15
158,15
159,15
160,15
161,15
162,15
163,15
164,15
165,15
166,15
167,15
168,15
169,15
170,15
171,15
172,15
173,15
174,15
175,15
176,15
177,15
178,15
179,15
180,15
181,15
182,15
183,15
184,15
185,15
186,15
187,15
188,15
189,15
190,15
191,15
192,15
193,15
194,15
195,15
196,15
197,15
198,15
199,15
200,15
1,14
2,14
3,14
4,14
5,14
6,14
7,14
8,14
9,14
10,14
11,14
12,14
13,14
14,14
15,14
16,14
17,14
18,14
19,14
20,14
21,14
22,14
23,14
24,14
25,14
26,14
27,14
28,14
29,14
30,14
31,14
32,14
33,14
34,14
35,14
36,14
37,14
38,14
39,14
40,14
41,14
42,14
43,14
44,14
45,14
46,14
47,14
48,14
49,14
50,14
51,14
52,14
53,14
54,14
55,14
146,14
147,14
148,14
149,14
150,14
151,14
152,14
153,14
154,14
155,14
156,14
157,14
158,14
159,14
160,14
161,14
162,14
163,14
164,14
165,14
166,14
167,14
168,14
169,14
170,14
171,14
172,14
173,14
174,14
175,14
176,14
177,14
178,14
179,14
180,14
181,14
182,14
183,14
184,14
185,14
186,14
187,14
188,14
189,14
190,14
191,14
192,14
193,14
194,14
195,14
196,14
197,14
198,14
199,14
200,14
1,13
2,13
3,13
4,13
5,13
6,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,13
34,13
35,13
36,13
37,13
38,13
39,13
40,13
41,13
42,13
43,13
44,13
45,13
46,13
47,13
48,13
49,13
50,13
51,13
52,13
53,13
54,13
55,13
146,13
147,13
148,13
149,13
150,13
151,13
152,13
153,13
154,13
155,13
156,13
157,13
158,13
159,13
160,13
161,13
162,13
163,13
164,13
165,13
166,13
167,13
168,13
169,13
170,13
171,13
172,13
173,13
174,13
175,13
176,13
177,13
178,13
179,13
180,13
181,13
182,13
183,13
184,13
185,13
186,13
187,13
188,13
189,13
190,13
191,13
192,13
193,13
194,13
195,13
196,13
197,13
198,13
199,13
200,13
1,12
2,12
3,12
4,12
5,12
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
51,12
52,12
53,12
54,12
55,12
146,12
147,12
148,12
149,12
150,12
151,12
152,12
153,12
154,12
155,12
156,12
157,12
158,12
159,12
160,12
161,12
162,12
163,12
164,12
165,12
166,12
167,12
168,12
169,12
170,12
171,12
172,12
173,12
174,12
175,12
176,12
177,12
178,12
179,12
180,12
181,12
182,12
183,12
184,12
185,12
186,12
187,12
188,12
189,12
190,12
191,12
192,12
193,12
194,12
195,12
196,12
197,12
198,12
199,12
200,12
1,11
2,11
3,11
4,11
5,11
6,11
7,11
8,11
9,11
10,11
11,11
12,11
13,11
14,11
15,11
16,11
17,11
18,11
19,11
20,11
21,11
22,11
23,11
24,11
25,11
26,11
27,11
28,11
29,11
30,11
31,11
32,11
33,11
34,11
35,11
36,11
37,11
38,11
39,11
40,11
41,11
42,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
50,11
51,11
52,11
53,11
54,11
55,11
146,11
147,11
148,11
149,11
150,11
151,11
152,11
153,11
154,11
155,11
156,11
157,11
158,11
159,11
160,11
161,11
162,11
163,11
164,11
165,11
166,11
167,11
168,11
169,11
170,11
171,11
172,11
173,11
174,11
175,11
176,11
177,11
178,11
179,11
180,11
181,11
182,11
183,11
184,11
185,11
186,11
187,11
188,11
189,11
190,11
191,11
192,11
193,11
194,11
195,11
196,11
197,11
198,11
199,11
200,11
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
10,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
19,10
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,10
28,10
29,10
30,10
31,10
32,10
33,10
34,10
35,10
36,10
37,10
38,10
39,10
40,10
41,10
42,10
43,10
44,10
45,10
46,10
47,10
48,10
49,10
50,10
51,10
52,10
53,10
54,10
55,10
146,10
147,10
148,10
149,10
150,10
151,10
152,10
153,10
154,10
155,10
156,10
157,10
158,10
159,10
160,10
161,10
162,10
163,10
164,10
165,10
166,10
167,10
168,10
169,10
170,10
171,10
172,10
173,10
174,10
175,10
176,10
177,10
178,10
179,10
180,10
181,10
182,10
183,10
184,10
185,10
186,10
187,10
188,10
189,10
190,10
191,10
192,10
193,10
194,10
195,10
196,10
197,10
198,10
199,10
200,10
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,9
19,9
20,9
21,9
22,9
23,9
24,9
25,9
26,9
27,9
28,9
29,9
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,9
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
146,9
147,9
148,9
149,9
150,9
151,9
152,9
153,9
154,9
155,9
156,9
157,9
158,9
159,9
160,9
161,9
162,9
163,9
164,9
165,9
166,9
167,9
168,9
169,9
170,9
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,9
191,9
192,9
193,9
194,9
195,9
196,9
197,9
198,9
199,9
200,9
1,8
2,8
3,8
4,8
5,8
6,8
7,8
8,8
9,8
10,8
11,8
12,8
13,8
14,8
15,8
16,8
17,8
18,8
19,8
20,8
21,8
22,8
23,8
24,8
25,8
26,8
27,8
28,8
29,8
30,8
31,8
32,8
33,8
34,8
35,8
36,8
37,8
38,8
39,8
40,8
41,8
42,8
43,8
44,8
45,8
46,8
47,8
48,8
49,8
50,8
51,8
52,8
53,8
54,8
55,8
146,8
147,8
148,8
149,8
150,8
151,8
152,8
153,8
154,8
155,8
156,8
157,8
158,8
159,8
160,8
161,8
162,8
163,8
164,8
165,8
166,8
167,8
168,8
169,8
170,8
171,8
172,8
173,8
174,8
175,8
176,8
177,8
178,8
179,8
180,8
181,8
182,8
183,8
184,8
185,8
186,8
187,8
188,8
189,8
190,8
191,8
192,8
193,8
194,8
195,8
196,8
197,8
198,8
199,8
200,8
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,7
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,7
146,7
147,7
148,7
149,7
150,7
151,7
152,7
153,7
154,7
155,7
156,7
157,7
158,7
159,7
160,7
161,7
162,7
163,7
164,7
165,7
166,7
167,7
168,7
169,7
170,7
171,7
172,7
173,7
174,7
175,7
176,7
177,7
178,7
179,7
180,7
181,7
182,7
183,7
184,7
185,7
186,7
187,7
188,7
189,7
190,7
191,7
192,7
193,7
194,7
195,7
196,7
197,7
198,7
199,7
200,7
1,6
2,6
3,6
4,6
5,6
6,6
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,6
48,6
49,6
50,6
51,6
52,6
53,6
54,6
55,6
146,6
147,6
148,6
149,6
150,6
151,6
152,6
153,6
154,6
155,6
156,6
157,6
158,6
159,6
160,6
161,6
162,6
163,6
164,6
165,6
166,6
167,6
168,6
169,6
170,6
171,6
172,6
173,6
174,6
175,6
176,6
177,6
178,6
179,6
180,6
181,6
182,6
183,6
184,6
185,6
186,6
187,6
188,6
189,6
190,6
191,6
192,6
193,6
194,6
195,6
196,6
197,6
198,6
199,6
200,6
1,5
2,5
3,5
4,5
5,5
6,5
7,5
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,5
48,5
49,5
50,5
51,5
52,5
53,5
54,5
55,5
146,5
147,5
148,5
149,5
150,5
151,5
152,5
153,5
154,5
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,5
165,5
166,5
167,5
168,5
169,5
170,5
171,5
172,5
173,5
174,5
175,5
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,5
186,5
187,5
188,5
189,5
190,5
191,5
192,5
193,5
194,5
195,5
196,5
197,5
198,5
199,5
200,5
1,4
2,4
3,4
4,4
5,4
6,4
7,4
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
146,4
147,4
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,4
169,4
170,4
171,4
172,4
173,4
174,4
175,4
176,4
177,4
178,4
179,4
180,4
181,4
182,4
183,4
184,4
185,4
186,4
187,4
188,4
189,4
190,4
191,4
192,4
193,4
194,4
195,4
196,4
197,4
198,4
199,4
200,4
1,3
2,3
3,3
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,3
54,3
55,3
146,3
147,3
148,3
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,3
171,3
172,3
173,3
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,3
189,3
190,3
191,3
192,3
193,3
194,3
195,3
196,3
197,3
198,3
199,3
200,3
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,2
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
